Customer Id,Customer City,Customer Country,Customer State,Department,Customer Zipcode
14097,Caguas,Puerto Rico,PR,Consumer,725
13024,Caguas,Puerto Rico,PR,Consumer,725
778,Caguas,Puerto Rico,PR,Consumer,725
7146,Caguas,Puerto Rico,PR,Consumer,725
6365,Caguas,Puerto Rico,PR,Consumer,725
8422,Caguas,Puerto Rico,PR,Consumer,725
3784,Caguas,Puerto Rico,PR,Consumer,725
10519,Caguas,Puerto Rico,PR,Consumer,725
7132,Caguas,Puerto Rico,PR,Consumer,725
3709,Caguas,Puerto Rico,PR,Consumer,725
1509,Freeport,USA,NY,Consumer,11520
1636,Fort Washington,USA,MD,Consumer,20744
2784,Bakersfield,USA,CA,Consumer,93304
9174,Corona,USA,NY,Consumer,11368
122,Cincinnati,USA,OH,Consumer,45238
3800,Germantown,USA,MD,Consumer,20874
10029,Carrollton,USA,TX,Consumer,75006
2805,Houston,USA,TX,Consumer,77093
12253,Carlisle,USA,PA,Consumer,17013
3528,Los Angeles,USA,CA,Consumer,90023
11018,Ewa Beach,USA,HI,Consumer,96706
3222,Lakewood,USA,NJ,Consumer,8701
6246,Rome,USA,NY,Consumer,13440
8741,Vista,USA,CA,Consumer,92083
8050,Fort Worth,USA,TX,Consumer,76106
5474,Fond Du Lac,USA,WI,Consumer,54935
474,Philadelphia,USA,PA,Consumer,19139
12255,Ontario,USA,CA,Consumer,91764
10288,Oviedo,USA,FL,Consumer,32765
4717,Buffalo,USA,NY,Consumer,14221
4799,Honolulu,USA,HI,Consumer,96822
4533,Oceanside,USA,CA,Consumer,92056
12383,North Tonawanda,USA,NY,Consumer,14120
3518,Clovis,USA,CA,Consumer,93611
4674,Jamaica,USA,NY,Consumer,11434
8519,Granite City,USA,IL,Consumer,62040
5302,Medford,USA,MA,Consumer,2155
3594,Pomona,USA,CA,Consumer,91766
9890,Tempe,USA,AZ,Consumer,85281
1410,Santa Ana,USA,CA,Consumer,92703
7521,York,USA,PA,Consumer,17402
2106,Aurora,USA,CO,Consumer,80010
8144,Simi Valley,USA,CA,Consumer,93065
5643,Silver Spring,USA,MD,Consumer,20904
2041,Saint Paul,USA,MN,Consumer,55124
7537,San Antonio,USA,TX,Consumer,78201
3056,Philadelphia,USA,PA,Consumer,19143
7967,Philadelphia,USA,PA,Consumer,19149
1758,Bronx,USA,NY,Consumer,10466
7884,Greenville,USA,NC,Corporate,27858
289,Morristown,USA,NJ,Corporate,7960
10081,San Diego,USA,CA,Corporate,92115
1169,Oxnard,USA,CA,Corporate,93030
1182,Miami,USA,FL,Corporate,33147
717,Albuquerque,USA,NM,Corporate,87111
20423,Amarillo,USA,TX,Corporate,79109
5801,Lutz,USA,FL,Corporate,33549
702,Bend,USA,OR,Corporate,97701
6951,East Brunswick,USA,NJ,Corporate,8816
6780,Lancaster,USA,SC,Corporate,29720
6422,Ontario,USA,CA,Corporate,91762
5384,Houston,USA,TX,Corporate,77015
2985,Hampton,USA,VA,Corporate,23666
18349,New York,USA,NY,Corporate,10016
11286,Porterville,USA,CA,Corporate,93257
489,Portland,USA,OR,Corporate,97223
4510,Strongsville,USA,OH,Corporate,44136
9626,El Paso,USA,TX,Corporate,79927
9494,Del Rio,USA,TX,Corporate,78840
1718,Buffalo,USA,NY,Corporate,14221
5295,Bountiful,USA,UT,Corporate,84010
3984,Kent,USA,WA,Corporate,98031
5270,Chicago,USA,IL,Corporate,60620
10966,Plymouth,USA,MA,Corporate,2360
1868,Far Rockaway,USA,NY,Corporate,11691
17446,Houston,USA,TX,Corporate,77088
10071,Philadelphia,USA,PA,Corporate,19124
1271,Simi Valley,USA,CA,Corporate,93065
11930,Detroit,USA,MI,Corporate,48227
20529,Garden Grove,USA,CA,Corporate,92840
8358,San Diego,USA,CA,Corporate,92105
7705,Chicago,USA,IL,Corporate,60609
17392,Placentia,USA,CA,Corporate,92870
18276,San Jose,USA,CA,Corporate,95148
7795,Honolulu,USA,HI,Corporate,96822
20655,Mentor,USA,OH,Corporate,44060
2454,Santa Clara,USA,CA,Corporate,95051
150,Union,USA,NJ,Corporate,7083
10671,Long Beach,USA,CA,Corporate,90805
11924,Westminster,USA,CA,Corporate,92683
16086,Pompano Beach,USA,FL,Corporate,33068
4398,Azusa,USA,CA,Consumer,91702
5687,Fort Lauderdale,USA,FL,Consumer,33324
8534,San Antonio,USA,TX,Consumer,78201
3372,Princeton,USA,NJ,Consumer,8540
10927,Perth Amboy,USA,NJ,Consumer,8861
3597,Miami,USA,FL,Consumer,33162
2052,Loveland,USA,OH,Consumer,45140
4399,Virginia Beach,USA,VA,Consumer,23455
185,Louisville,USA,KY,Consumer,40214
3441,Lockport,USA,NY,Consumer,14094
11947,Chicago,USA,IL,Consumer,60608
1555,Staten Island,USA,NY,Consumer,10314
9399,Tucson,USA,AZ,Consumer,85719
2792,Plymouth,USA,MA,Consumer,2360
10118,Cleveland,USA,OH,Consumer,44120
8544,Bronx,USA,NY,Consumer,10458
4296,Webster,USA,NY,Consumer,14580
4391,Stockton,USA,CA,Consumer,95207
2882,Amarillo,USA,TX,Consumer,79109
3283,Martinsburg,USA,WV,Consumer,25401
397,Cumberland,USA,MD,Consumer,21502
4104,Pekin,USA,IL,Consumer,61554
12214,Tallahassee,USA,FL,Consumer,32308
10699,Jacksonville,USA,FL,Consumer,32225
2091,Woonsocket,USA,RI,Consumer,2895
10474,Stockton,USA,CA,Consumer,95206
7504,Lithonia,USA,GA,Consumer,30058
7518,Oak Lawn,USA,IL,Consumer,60453
1738,Detroit,USA,MI,Consumer,48213
1622,Alhambra,USA,CA,Consumer,91801
1325,New Haven,USA,CT,Consumer,6511
5505,North Tonawanda,USA,NY,Consumer,14120
4210,Phoenix,USA,AZ,Consumer,85029
11229,Kenner,USA,LA,Consumer,70065
9385,Washington,USA,PA,Consumer,15301
900,Holland,USA,MI,Consumer,49423
6217,Morrisville,USA,PA,Consumer,19067
9466,Memphis,USA,TN,Consumer,38128
4596,Federal Way,USA,WA,Consumer,98023
5206,San Diego,USA,CA,Consumer,92113
2823,Chicago,USA,IL,Consumer,60626
10408,Los Angeles,USA,CA,Consumer,90027
11011,Bronx,USA,NY,Consumer,10457
40,Long Beach,USA,CA,Consumer,90805
11636,Chicago,USA,IL,Consumer,60637
7454,West Covina,USA,CA,Corporate,91790
5138,Ventura,USA,CA,Corporate,93003
8696,Washington,USA,DC,Corporate,20009
2329,Valrico,USA,FL,Corporate,33594
12431,Kaneohe,USA,HI,Corporate,96744
10860,Ventura,USA,CA,Corporate,93003
12094,Brooklyn,USA,NY,Corporate,11218
5088,Oceanside,USA,CA,Corporate,92057
2200,Fort Worth,USA,TX,Corporate,76116
3997,Brooklyn,USA,NY,Corporate,11218
8746,Cleveland,USA,OH,Corporate,44120
3687,Philadelphia,USA,PA,Corporate,19145
9162,Lodi,USA,CA,Corporate,95240
8993,Bakersfield,USA,CA,Corporate,93308
5875,Philadelphia,USA,PA,Corporate,19143
2502,Long Beach,USA,CA,Corporate,90813
9563,San Jose,USA,CA,Corporate,95122
7259,Murfreesboro,USA,TN,Corporate,37130
3131,Carlsbad,USA,CA,Corporate,92009
4140,Hamilton,USA,OH,Corporate,45011
4539,Houston,USA,TX,Corporate,77083
6071,New York,USA,NY,Corporate,10031
8730,Hayward,USA,CA,Corporate,94541
9634,Bridgeton,USA,NJ,Corporate,8302
8010,Martinsburg,USA,WV,Corporate,25401
3484,Bay Shore,USA,NY,Corporate,11706
7307,Palatine,USA,IL,Corporate,60067
1975,Smyrna,USA,GA,Corporate,30080
629,Van Nuys,USA,CA,Corporate,91406
11753,Opa Locka,USA,FL,Corporate,33055
5375,Los Angeles,USA,CA,Corporate,90046
1695,Saint Paul,USA,MN,Corporate,55106
9884,Edison,USA,NJ,Corporate,8817
8498,Baytown,USA,TX,Corporate,77520
7534,Sylmar,USA,CA,Corporate,91342
123,Bend,USA,OR,Corporate,97701
8925,Opa Locka,USA,FL,Corporate,33055
5981,Burnsville,USA,MN,Corporate,55337
7347,Huntington Station,USA,NY,Corporate,11746
19445,Caguas,Puerto Rico,PR,Corporate,725
19444,Sunnyvale,USA,CA,Corporate,94087
19443,Sugar Land,USA,TX,Corporate,77478
19442,Caguas,Puerto Rico,PR,Corporate,725
19441,Brighton,USA,MA,Corporate,2135
19440,Caguas,Puerto Rico,PR,Corporate,725
19439,Garden Grove,USA,CA,Corporate,92840
19438,Caguas,Puerto Rico,PR,Home Office,725
19437,Bismarck,USA,ND,Corporate,58501
19436,Caguas,Puerto Rico,PR,Home Office,725
19435,Gaithersburg,USA,MD,Consumer,20878
19434,Caguas,Puerto Rico,PR,Corporate,725
19433,Bismarck,USA,ND,Corporate,58501
19432,Honolulu,USA,HI,Corporate,96817
19431,Lilburn,USA,GA,Corporate,30047
19430,Caguas,Puerto Rico,PR,Corporate,725
19429,Virginia Beach,USA,VA,Consumer,23455
19428,Azusa,USA,CA,Consumer,91702
19427,Long Beach,USA,CA,Corporate,90813
19426,Bronx,USA,NY,Consumer,10458
19425,Caguas,Puerto Rico,PR,Consumer,725
19424,Provo,USA,UT,Consumer,84604
19423,Columbia,USA,TN,Consumer,38401
19422,Caguas,Puerto Rico,PR,Consumer,725
19421,Stockton,USA,CA,Consumer,95207
19420,Marietta,USA,GA,Home Office,30062
19419,Caguas,Puerto Rico,PR,Home Office,725
19418,Holland,USA,MI,Consumer,49423
19417,Rio Grande,Puerto Rico,PR,Home Office,745
19416,Brooklyn,USA,NY,Home Office,11212
19415,Caguas,Puerto Rico,PR,Consumer,725
19414,Denver,USA,CO,Corporate,80219
19413,Taylor,USA,MI,Corporate,48180
19412,Caguas,Puerto Rico,PR,Corporate,725
19411,Chicago,USA,IL,Corporate,60637
19410,Caguas,Puerto Rico,PR,Corporate,725
19409,Detroit,USA,MI,Corporate,48205
19408,Caguas,Puerto Rico,PR,Consumer,725
19407,Murfreesboro,USA,TN,Consumer,37130
19406,Caguas,Puerto Rico,PR,Consumer,725
19405,Cleveland,USA,OH,Corporate,44102
19404,Caguas,Puerto Rico,PR,Consumer,725
19403,Lockport,USA,NY,Corporate,14094
19402,Caguas,Puerto Rico,PR,Corporate,725
19401,Saint Charles,USA,MO,Corporate,63301
19400,Los Angeles,USA,CA,Corporate,90046
19399,Cupertino,USA,CA,Home Office,95014
19398,Caguas,Puerto Rico,PR,Home Office,725
19397,Springfield,USA,MO,Home Office,65807
19396,Caguas,Puerto Rico,PR,Home Office,725
19395,Mission Viejo,USA,CA,Home Office,92692
19394,Los Angeles,USA,CA,Home Office,90042
19393,Caguas,Puerto Rico,PR,Home Office,725
19392,Roswell,USA,GA,Home Office,30075
19391,Caguas,Puerto Rico,PR,Corporate,725
19390,Ypsilanti,USA,MI,Home Office,48197
19389,Brooklyn,USA,NY,Corporate,11218
19388,Caguas,Puerto Rico,PR,Corporate,725
19387,Peoria,USA,AZ,Corporate,85345
19386,Caguas,Puerto Rico,PR,Corporate,725
19385,Garden Grove,USA,CA,Corporate,92843
19384,Caguas,Puerto Rico,PR,Home Office,725
19383,Clementon,USA,NJ,Corporate,8021
19382,Memphis,USA,TN,Corporate,38127
19381,Antioch,USA,TN,Consumer,37013
19380,Caguas,Puerto Rico,PR,Consumer,725
19379,Salt Lake City,USA,UT,Home Office,84118
19378,Caguas,Puerto Rico,PR,Consumer,725
19377,Bakersfield,USA,CA,Consumer,93304
19376,Caguas,Puerto Rico,PR,Corporate,725
19375,Granada Hills,USA,CA,Consumer,91344
19374,Caguas,Puerto Rico,PR,Consumer,725
19373,Tallahassee,USA,FL,Home Office,32308
19372,Caguas,Puerto Rico,PR,Home Office,725
19371,Hempstead,USA,NY,Home Office,11550
19370,Caguas,Puerto Rico,PR,Corporate,725
19369,Astoria,USA,NY,Corporate,11103
19368,Gilroy,USA,CA,Consumer,95020
19367,Caguas,Puerto Rico,PR,Consumer,725
19366,Azusa,USA,CA,Consumer,91702
19365,Caguas,Puerto Rico,PR,Consumer,725
19364,Lenoir,USA,NC,Consumer,28645
19363,Columbus,USA,OH,Consumer,43228
19362,Albany,USA,OR,Consumer,97321
19361,Humacao,Puerto Rico,PR,Consumer,791
19360,Caguas,Puerto Rico,PR,Corporate,725
19359,Lindenhurst,USA,NY,Corporate,11757
19358,Elyria,USA,OH,Corporate,44035
19357,Caguas,Puerto Rico,PR,Corporate,725
19356,Riverside,USA,CA,Consumer,92504
19355,Caguas,Puerto Rico,PR,Corporate,725
19354,Carson,USA,CA,Home Office,90745
19353,Mesa,USA,AZ,Consumer,85204
19352,Caguas,Puerto Rico,PR,Home Office,725
19351,Honolulu,USA,HI,Home Office,96818
19350,Caguas,Puerto Rico,PR,Consumer,725
12069,Caguas,Puerto Rico,PR,Home Office,725
9597,Caguas,Puerto Rico,PR,Home Office,725
9467,Caguas,Puerto Rico,PR,Home Office,725
2546,Caguas,Puerto Rico,PR,Home Office,725
2240,Caguas,Puerto Rico,PR,Home Office,725
11650,Caguas,Puerto Rico,PR,Home Office,725
10368,Caguas,Puerto Rico,PR,Home Office,725
6489,Caguas,Puerto Rico,PR,Home Office,725
10533,Caguas,Puerto Rico,PR,Home Office,725
11292,Caguas,Puerto Rico,PR,Home Office,725
47,Caguas,Puerto Rico,PR,Home Office,725
6405,Caguas,Puerto Rico,PR,Home Office,725
2426,Caguas,Puerto Rico,PR,Home Office,725
8133,Caguas,Puerto Rico,PR,Home Office,725
1429,Caguas,Puerto Rico,PR,Home Office,725
9120,Caguas,Puerto Rico,PR,Home Office,725
12221,Caguas,Puerto Rico,PR,Home Office,725
9415,Caguas,Puerto Rico,PR,Home Office,725
724,Caguas,Puerto Rico,PR,Home Office,725
8897,Caguas,Puerto Rico,PR,Home Office,725
7112,Caguas,Puerto Rico,PR,Home Office,725
1086,Caguas,Puerto Rico,PR,Home Office,725
2916,Caguas,Puerto Rico,PR,Home Office,725
11339,Caguas,Puerto Rico,PR,Home Office,725
10166,Caguas,Puerto Rico,PR,Home Office,725
3091,Caguas,Puerto Rico,PR,Home Office,725
1070,Caguas,Puerto Rico,PR,Home Office,725
6871,Caguas,Puerto Rico,PR,Home Office,725
2339,Caguas,Puerto Rico,PR,Home Office,725
4232,Caguas,Puerto Rico,PR,Home Office,725
8986,Caguas,Puerto Rico,PR,Home Office,725
6491,Caguas,Puerto Rico,PR,Home Office,725
5564,Caguas,Puerto Rico,PR,Home Office,725
7955,Caguas,Puerto Rico,PR,Home Office,725
5728,Caguas,Puerto Rico,PR,Home Office,725
9704,Caguas,Puerto Rico,PR,Home Office,725
8485,Caguas,Puerto Rico,PR,Home Office,725
11216,Caguas,Puerto Rico,PR,Home Office,725
12160,Caguas,Puerto Rico,PR,Home Office,725
6352,Caguas,Puerto Rico,PR,Home Office,725
5870,Caguas,Puerto Rico,PR,Home Office,725
11776,Caguas,Puerto Rico,PR,Home Office,725
7060,Caguas,Puerto Rico,PR,Home Office,725
3466,Caguas,Puerto Rico,PR,Home Office,725
1834,Caguas,Puerto Rico,PR,Home Office,725
2439,Caguas,Puerto Rico,PR,Home Office,725
6416,Caguas,Puerto Rico,PR,Home Office,725
6310,Caguas,Puerto Rico,PR,Home Office,725
9029,Caguas,Puerto Rico,PR,Home Office,725
295,Caguas,Puerto Rico,PR,Home Office,725
9011,Caguas,Puerto Rico,PR,Home Office,725
1577,Caguas,Puerto Rico,PR,Home Office,725
1568,Caguas,Puerto Rico,PR,Home Office,725
9047,Caguas,Puerto Rico,PR,Home Office,725
7603,Caguas,Puerto Rico,PR,Home Office,725
6746,Caguas,Puerto Rico,PR,Home Office,725
1566,Caguas,Puerto Rico,PR,Consumer,725
2918,Caguas,Puerto Rico,PR,Consumer,725
1491,Caguas,Puerto Rico,PR,Consumer,725
14915,Caguas,Puerto Rico,PR,Consumer,725
9619,Caguas,Puerto Rico,PR,Consumer,725
2363,Caguas,Puerto Rico,PR,Consumer,725
5898,Caguas,Puerto Rico,PR,Consumer,725
1948,Caguas,Puerto Rico,PR,Consumer,725
1820,Caguas,Puerto Rico,PR,Consumer,725
14770,Caguas,Puerto Rico,PR,Consumer,725
1962,Caguas,Puerto Rico,PR,Consumer,725
7175,Caguas,Puerto Rico,PR,Consumer,725
1222,Caguas,Puerto Rico,PR,Consumer,725
487,Caguas,Puerto Rico,PR,Consumer,725
2217,Caguas,Puerto Rico,PR,Consumer,725
14824,Caguas,Puerto Rico,PR,Consumer,725
2078,San Juan,Puerto Rico,PR,Consumer,921
10497,Caguas,Puerto Rico,PR,Consumer,725
4695,Caguas,Puerto Rico,PR,Consumer,725
9857,Caguas,Puerto Rico,PR,Consumer,725
2168,Caguas,Puerto Rico,PR,Consumer,725
4078,Caguas,Puerto Rico,PR,Consumer,725
11887,Caguas,Puerto Rico,PR,Consumer,725
6588,Caguas,Puerto Rico,PR,Consumer,725
7167,Caguas,Puerto Rico,PR,Consumer,725
1459,Caguas,Puerto Rico,PR,Consumer,725
548,Caguas,Puerto Rico,PR,Consumer,725
5224,Caguas,Puerto Rico,PR,Consumer,725
2686,Caguas,Puerto Rico,PR,Consumer,725
468,Caguas,Puerto Rico,PR,Consumer,725
1260,Caguas,Puerto Rico,PR,Consumer,725
3050,Caguas,Puerto Rico,PR,Consumer,725
10308,Caguas,Puerto Rico,PR,Consumer,725
387,Caguas,Puerto Rico,PR,Consumer,725
2270,Caguas,Puerto Rico,PR,Consumer,725
482,Caguas,Puerto Rico,PR,Consumer,725
1956,Caguas,Puerto Rico,PR,Consumer,725
7466,Caguas,Puerto Rico,PR,Consumer,725
8224,Caguas,Puerto Rico,PR,Consumer,725
3490,Caguas,Puerto Rico,PR,Consumer,725
1596,Caguas,Puerto Rico,PR,Consumer,725
3969,Vega Baja,Puerto Rico,PR,Consumer,693
9342,Caguas,Puerto Rico,PR,Consumer,725
2028,Caguas,Puerto Rico,PR,Consumer,725
3940,Caguas,Puerto Rico,PR,Consumer,725
8293,Caguas,Puerto Rico,PR,Consumer,725
9962,Caguas,Puerto Rico,PR,Consumer,725
8098,Caguas,Puerto Rico,PR,Consumer,725
8348,Caguas,Puerto Rico,PR,Consumer,725
653,Caguas,Puerto Rico,PR,Consumer,725
8645,Caguas,Puerto Rico,PR,Consumer,725
1275,Caguas,Puerto Rico,PR,Consumer,725
11189,Caguas,Puerto Rico,PR,Consumer,725
5988,Caguas,Puerto Rico,PR,Consumer,725
9726,Caguas,Puerto Rico,PR,Consumer,725
5113,Caguas,Puerto Rico,PR,Consumer,725
7202,Caguas,Puerto Rico,PR,Consumer,725
1173,Caguas,Puerto Rico,PR,Consumer,725
13597,Caguas,Puerto Rico,PR,Consumer,725
4047,Caguas,Puerto Rico,PR,Consumer,725
6594,Caguas,Puerto Rico,PR,Consumer,725
1186,Caguas,Puerto Rico,PR,Consumer,725
4279,Caguas,Puerto Rico,PR,Consumer,725
4151,Caguas,Puerto Rico,PR,Consumer,725
14848,Caguas,Puerto Rico,PR,Consumer,725
4697,Caguas,Puerto Rico,PR,Consumer,725
5887,Caguas,Puerto Rico,PR,Consumer,725
3207,Caguas,Puerto Rico,PR,Consumer,725
12310,Caguas,Puerto Rico,PR,Consumer,725
8397,Caguas,Puerto Rico,PR,Consumer,725
6306,Caguas,Puerto Rico,PR,Consumer,725
8002,Caguas,Puerto Rico,PR,Consumer,725
12382,Caguas,Puerto Rico,PR,Consumer,725
7844,Mayaguez,Puerto Rico,PR,Consumer,680
12291,Caguas,Puerto Rico,PR,Consumer,725
6523,Caguas,Puerto Rico,PR,Consumer,725
4867,Caguas,Puerto Rico,PR,Consumer,725
